"idrepository","classe","code_smell"
"607b674988d4f3386cdba8b5","joss.jacobo.lol.lcs.provider.team_details.TeamDetailsContentValues",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.GenericSQLite",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.Designer",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.CommentActivity",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.events.TreeOnSelectEventListener",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.SelectFieldDialog","DATA_CLASS"
"607b674988d4f3386cdba8b5","joss.jacobo.lol.lcs.fragment.ReplaysFragment",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.MainActivity",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.DesignerTree",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.zk.model.IFormComposer",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.db.DatetimeField",NULL
"607b674988d4f3386cdba8b5","joss.jacobo.lol.lcs.fragment.ReplayAdapter",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.JellyFish",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.AddRoleDialog",NULL
"607b674988d4f3386cdba8b5","joss.jacobo.lol.lcs.views.LivetickerBottomDrawerMatchup",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.db.TableField","GOD_CLASS"
"607b674c88d4f3386cdba903","sss.io.SubjectsClassesInputReader",NULL
"607b674c88d4f3386cdba903","sss.mvc.Controller",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.ApiClient",NULL
"607b674c88d4f3386cdba903","sss.scheduler.actions.ScheduleAction",NULL
"607b674c88d4f3386cdba903","sss.io.InputReader",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.NotificationsLoader",NULL
"607b674c88d4f3386cdba903","sss.mvc.Model",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.SplashActivity",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.DoubleHourLesson",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.db.Children",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.BeachesLoader",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.StudentHigherClass",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.db.ItemIter",NULL
"607b674c88d4f3386cdba903","sss.Main",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.BeachDataSource",NULL
"607b674c88d4f3386cdba903","sss.io.ClassroomInputReader",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.ZoneDataSource",NULL
"607b674c88d4f3386cdba903","sss.scheduler.Resource",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.ZonesLoader",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.rules.engine.exceptions.RulesException",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.rules.WindowRules",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.PredictionsLoader",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.Classroom",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.PredictionDataSource",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.TabFragmentActivity",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.rules.engine.IRulable",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.Teacher",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.adapter.ViewHolder",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.adapter.CommentListAdapter",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.adapter.NewNavigationAdapter",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.LowerClass",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.ComponentListItem",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.SingleHourLesson",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.zk.BuilderComposer",NULL
"607b674c88d4f3386cdba903","sss.io.TeacherInputReader",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.JellyFishesSQLiteHelper","DATA_CLASS"
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.CursorManager",NULL
"607b674c88d4f3386cdba903","sss.scheduler.SubjectClassAllocation",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.LessonHour",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.CursorEntry",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.adapter.JellyFishesGridAdapter",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.config.Configurator",NULL
"607b674c88d4f3386cdba903","sss.reasoner.penaltyObjects.PenaltyClassBetweenHours",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.JsonObject",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.HigherClass",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.fragment.JellyFishesFragment",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.Student",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.evaluator.Operator",NULL
"607b674c88d4f3386cdba903","sss.scheduler.properties.ClockValue",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.SimpleLoader",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.ITableField",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.StudentLowerClass",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.application.MainApplication","DATA_CLASS"
"607b674c88d4f3386cdba903","sss.io.ClassInputReader",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.fragment.TreatmentFragment",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.db.DecimalField",NULL
"607b674c88d4f3386cdba903","sss.io.OutputWriter",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.JellyFishActivity",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.events.MenuSelectEvent",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.DrawerItem",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.evaluator.exceptions.ParseException",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.zk.model.AnnotationProcessor",NULL
"607b674c88d4f3386cdba903","sss.reasoner.penaltyObjects.PenaltyTeacherWalking",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.Schedule",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.fragment.PredictionFragment",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.rules.engine.Rules",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.zk.model.IElementDesc",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.form.FormFieldResolver",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.Comment",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.ChangeUserRoleDialog",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.TreatmentActivity",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.ApiRequest",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.ModelTree",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.StateActivity",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.DesignerProperties",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.ServicesActivity",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.adapter.NavigationAdapter",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.rules.Default.DefaultRules",NULL
"607b674c88d4f3386cdba903","sss.io.TeachersClassesInputReader",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.adapter.Row",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.DataSource",NULL
"607b674c88d4f3386cdba903","sss.reasoner.penaltyObjects.PenaltyClass9thHour",NULL
"607b674c88d4f3386cdba903","sss.reasoner.Jeops_RuleBase_ScheduleOptimizationKB",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.model.Role",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.config.ApplicationInit",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.model.User",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.DrawerActivity",NULL
"607b66f288d4f303b8f680d1","org.sinnlabs.dbvim.ui.events.MenuNodeOnDoubleClickEventListener",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.Beach",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.BeachDescription",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.JellyFishesDataSource",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.fragment.CommunityFragment",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.util.Util",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.CameraUploadActivity",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.Table",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.fragment.AboutFragment",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.DataSourceLoader",NULL
"607b674c88d4f3386cdba903","sss.reasoner.ScheduleOptimizationKB",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.activity.BeachActivity",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.Subject",NULL
"607b674c88d4f3386cdba903","sss.io.HourInputReader",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.TaskLoader",NULL
"607b674c88d4f3386cdba903","sss.reasoner.Jeops_RuleBase_LessonSwapKB",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.Task",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.BeachesDataSource",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.adapter.BeachListAdapter",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.Client",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.fragment.ZoneConfig",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.fragment.BeachesMapFragment",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.data.BeachesSQLiteHelper","DATA_CLASS"
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.fragment.BeachesFragment",NULL
"607b674c88d4f3386cdba903","sss.reasoner.LessonSwapKB",NULL
"607b674c88d4f3386cdba903","sss.mvc.View",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.adapter.GenericListAdapter",NULL
"607e246a12f9e031309e2bd8","com.science_o_matic.imedjelly.adapter.StringListAdapter",NULL
"607b674c88d4f3386cdba903","sss.reasoner.Jeops_RuleBase_LessonSelectionKB",NULL
"607b674c88d4f3386cdba903","sss.reasoner.LessonSelectionKB",NULL
"607b674c88d4f3386cdba903","sss.reasoner.ScheduleEvaluationKB",NULL
"607b674c88d4f3386cdba903","sss.reasoner.Jeops_RuleBase_ScheduleEvaluationKB",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.ClassInSchool",NULL
"607b674c88d4f3386cdba903","sss.reasoner.penaltyObjects.PenaltyTeacherRatherNot",NULL
"607b674c88d4f3386cdba903","sss.scheduler.actions.MoveLessonAction",NULL
"607b674c88d4f3386cdba903","sss.reasoner.Jeops_RuleBase_ClassroomTimeslotAllocationKB",NULL
"607b674c88d4f3386cdba903","sss.reasoner.ClassroomTimeslotAllocationKB",NULL
"607b674c88d4f3386cdba903","sss.io.SubjectInputReader",NULL
"607b674c88d4f3386cdba903","sss.reasoner.penaltyObjects.Penalty",NULL
"607b674c88d4f3386cdba903","sss.scheduler.objects.Lesson",NULL
"607b674c88d4f3386cdba903","sss.scheduler.Scheduler",NULL
"607e3f3d12f9e03c542ce228","javazoom.jl.player.jlpTest",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.CharsetFilter",NULL
"607ebed012f9e02098b7f7f3","example.MessageTest",NULL
"607e42fa12f9e03d689c09a2","org.medicalvision.service.paths.RouteRoom",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.throttle.core.ThrottleConstants","DATA_CLASS"
"607e3d7312f9e02958b002ca","com.squareup.moshi.ArrayJsonAdapter",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.ChildrenExcluder",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.commands.SetEffectCmd",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.permission.AdminPermission",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.caching.CachingComponentConstants","DATA_CLASS"
"607e3f3d12f9e03c542ce228","com.kolakcc.loljclient.model.ModelFromTO",NULL
"607e3cdd12f9e040f4c7e229","fluffy.the.cat.io.FluffyTheCatFileReader",NULL
"607e42fa12f9e03d689c09a2","org.medicalvision.service.paths.RouteEmployee",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.caching.core.CacheConfiguration",NULL
"607ec3fd12f9e013c09e89c5","tilemap.Background",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.permission.AuthenticationController",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.gnip.Hashtag",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.dataStorage.Database",NULL
"607ebed012f9e02098b7f7f3","br.org.frameworkdemoiselle.contas.domain.Compromisso",NULL
"607e3d7312f9e02958b002ca","com.squareup.moshi.ClassFactory",NULL
"607b674c88d4f3386cdba903","sss.scheduler.TeacherClassAllocation",NULL
"607e3cdd12f9e040f4c7e229","FibonacciSeries2",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.Epic",NULL
"607e42fa12f9e03d689c09a2","org.medicalvision.server.core.model.Task",NULL
"607e3d7312f9e02958b002ca","com.squareup.moshi.JsonWriter",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.gnip.Generator",NULL
"607ec3fd12f9e013c09e89c5","pb1",NULL
"607e3cdd12f9e040f4c7e229","fluffly.the.cat.game.BoardConfiguration",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.caching.module.handlers.CachingHandler",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.gnip.Gnip",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.commands.CmdManager",NULL
"607ec3fd12f9e013c09e89c5","main.Game",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.rm.global.RMParameterBean",NULL
"607ec3fd12f9e013c09e89c5","gui",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.commands.JoinGameCmd",NULL
"607ec3fd12f9e013c09e89c5","ai.State",NULL
"607e42fa12f9e03d689c09a2","org.medical.vision.kryonet.android.AppTest",NULL
"607e3cdd12f9e040f4c7e229","com.ion.flyingbee.views.AbstractView",NULL
"607ebed012f9e02098b7f7f3","br.gov.serpro.auction5.view.CategoryMB",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.commands.SetSpawnCmd",NULL
"607ec3fd12f9e013c09e89c5","main.GamePanel",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.gnip.Large",NULL
"607e42fa12f9e03d689c09a2","com.example.alilachhab.medical_visionapp.db.TaskContract",NULL
"607e3f3d12f9e03c542ce228","com.kolakcc.loljclient.util.RegionsXMLReader",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.gnip.Thumb",NULL
"607e42fa12f9e03d689c09a2","com.example.alilachhab.medical_visionapp.db.Columns",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.gnip.Media",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.menus.BuyColorMenu",NULL
"607e42fa12f9e03d689c09a2","org.medicalvision.server.core.model.NeuralInput",NULL
"607e3f3d12f9e03c542ce228","javazoom.jl.player.advanced.PlaybackEvent",NULL
"607e3cdd12f9e040f4c7e229","com.ion.flyingbee.utils.PreferencesHandler",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.permission.Permission",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.TestAttributeOption",NULL
"607ec3fd12f9e013c09e89c5","run",NULL
"607e3cdd12f9e040f4c7e229","com.ion.flyingbee.views.MainMenuView",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.menus.LobbyMainMenu",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.Attribute",NULL
"607ebed012f9e02098b7f7f3","br.gov.serpro.auction5.persistence.CategoryDAO",NULL
"607e3f3d12f9e03c542ce228","javazoom.jl.player.advanced.PlaybackListener",NULL
"607e3d7312f9e02958b002ca","com.squareup.moshi.MapJsonAdapter",NULL
"607ec3fd12f9e013c09e89c5","ai.Node",NULL
"607ebed012f9e02098b7f7f3","example.PropertiesConfig",NULL
"607e3f3d12f9e03c542ce228","javazoom.jl.decoder.SubbandLayer2","DATA_CLASS"
"607e3d7312f9e02958b002ca","com.squareup.moshi.CollectionJsonAdapter",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.menus.BuyProjEffectMenu",NULL
"607e3cdd12f9e040f4c7e229","com.ion.flyingbee.models.Bee",NULL
"607ebed012f9e02098b7f7f3","example.ExceptionHandlerTest",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.rm.service.RMAdminService",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.MoveContainer",NULL
"607ec3fd12f9e013c09e89c5","ai.NodeComparator",NULL
"607ebed012f9e02098b7f7f3","example.InitializerSimpleTest",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.JSONController",NULL
"607e3d7312f9e02958b002ca","com.squareup.moshi.JsonReaderTest",NULL
"607ec3fd12f9e013c09e89c5","tilemap.TileMap",NULL
"607e3cdd12f9e040f4c7e229","fluffly.the.cat.game.Game",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.gnip.Info",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.api.NMS",NULL
"607ebed012f9e02098b7f7f3","br.org.frameworkdemoiselle.contas.business.CompromissoBC",NULL
"607e3f3d12f9e03c542ce228","javazoom.jl.decoder.SubbandLayer2IntensityStereo",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.throttle.module.ThrottleEnguageUtils",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.gnip.Symbol",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.caching.core.CacheManager",NULL
"607e3cdd12f9e040f4c7e229","com.ion.flyingbee.controllers.GameController",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.commands.RemovePointsCmd",NULL
"607ebed012f9e02098b7f7f3","example.business.BookmarkBCTest",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.throttle.core.CallerConfiguration",NULL
"607e3f3d12f9e03c542ce228","javazoom.jl.decoder.LayerIIDecoder","GOD_CLASS"
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.commands.UnregisterMapCmd",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.TcorsInstagramUtils",NULL
"607ec3fd12f9e013c09e89c5","ai.IHeuristic",NULL
"607e3cdd12f9e040f4c7e229","ion.com.assignment1.MainActivity",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.menus.BuyEffectMenu",NULL
"607ebed012f9e02098b7f7f3","example.LoggerExample",NULL
"607ec3fd12f9e013c09e89c5","test.AStarTest",NULL
"607e42fa12f9e03d689c09a2","org.medicalvision.service.paths.MVRoute",NULL
"607ebed012f9e02098b7f7f3","br.gov.serpro.auction5.business.AdminBC",NULL
"607e42fa12f9e03d689c09a2","org.medicalvision.server.core.model.EmergencyResult",NULL
"607ebed012f9e02098b7f7f3","br.gov.serpro.auction5.exception.ApplicationRuntimeException",NULL
"607e3cdd12f9e040f4c7e229","com.ion.flyingbee.android.AndroidLauncher",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.throttle.core.CallerContext",NULL
"607ebed012f9e02098b7f7f3","br.gov.serpro.auction5.persistence.ItemDAO",NULL
"607e3cdd12f9e040f4c7e229","fluffly.the.cat.game.FluffyNotFoundException",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.listeners.PingListener",NULL
"607ebed012f9e02098b7f7f3","example.MyAuthorizer",NULL
"607e3cdd12f9e040f4c7e229","fluffy.the.cat.io.BoardConsolePrinter",NULL
"607e42fa12f9e03d689c09a2","org.medicalvision.service.paths.RoutePatient",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.menus.JoinMenu",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.TcorsTwitterStream",NULL
"607e3cdd12f9e040f4c7e229","fluffy.the.cat.io.frame.Wall",NULL
"607ebed012f9e02098b7f7f3","br.gov.serpro.auction5.domain.Order",NULL
"607e3f3d12f9e03c542ce228","javazoom.jl.decoder.SubbandLayer2Stereo",NULL
"607e42fa12f9e03d689c09a2","com.example.alilachhab.medical_visionapp.PlaceholderFragment",NULL
"607ec3fd12f9e013c09e89c5","MyCuteEnvironment",NULL
"607e3cdd12f9e040f4c7e229","com.example.alexh.assig1_1app.ApplicationTest",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.HomeController",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.commands.ReloadCmd",NULL
"607e3cdd12f9e040f4c7e229","com.example.alexh.assig1_1app.ExampleUnitTest",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.throttle.core.impl.domainbase.DomainBaseCallerConfiguration",NULL
"607ec3fd12f9e013c09e89c5","entity.Animation",NULL
"607e3cdd12f9e040f4c7e229","com.ion.flyingbee.utils.CollisionAnalyzer",NULL
"607e42fa12f9e03d689c09a2","com.cjsavage.java.net.discovery.ServiceInfo",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.controllers.ParticleController",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.caching.core.RequestHash",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.caching.module.receivers.CacheMessageReceiver",NULL
"607e3f3d12f9e03c542ce228","com.kolakcc.loljclient.model.PlayerCredentials",NULL
"607ebed012f9e02098b7f7f3","example.AunthenticationTest",NULL
"607e3cdd12f9e040f4c7e229","com.ion.flyingbee.utils.EntityMovement",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.menus.WeatherMenu",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.NewTaskContainer",NULL
"607e42fa12f9e03d689c09a2","org.medicalvision.neural.MVNetwork",NULL
"607ec3fd12f9e013c09e89c5","ai.MiniMaxPlayer",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.throttle.core.impl.rolebase.RoleBaseThrottleConfiguration",NULL
"607ebed012f9e02098b7f7f3","br.gov.serpro.auction5.domain.Category",NULL
"607e3cdd12f9e040f4c7e229","sum",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.gnip.Link",NULL
"607e3cdd12f9e040f4c7e229","fluffy.the.cat.io.FluffySavegameManager",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.controllers.GlassController",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.permission.BacklogPermissionEvaluator",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.gnip.Medium",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.throttle.module.handler.ThrottleHandler",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.TcorsTwitterUtils",NULL
"607e3cdd12f9e040f4c7e229","fluffy.the.cat.io.BoardPrinter",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.commands.DeleteMapCmd",NULL
"607e3cdd12f9e040f4c7e229","com.ion.flyingbee.utils.EntityGenerator",NULL
"607ec3fd12f9e013c09e89c5","ai.AlphaBetaPlayer",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.permission.EditPermission",NULL
"607e3cdd12f9e040f4c7e229","MainSumOfMultiples",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.Task",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.menus.SpecGameMenu",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.caching.core.CachingConstants","DATA_CLASS"
"607e3cdd12f9e040f4c7e229","ion.com.assignment1.ApplicationTest",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.throttle.core.Throttle",NULL
"607ebed012f9e02098b7f7f3","example.business.BookmarkBC",NULL
"607e3cdd12f9e040f4c7e229","chapter1.assignment1_4.PrimeSpiral",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.utilities.EmptyChest",NULL
"607ebed012f9e02098b7f7f3","example.MyUser",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.gnip.Geo",NULL
"607ec3fd12f9e013c09e89c5","ai.TicTacToe",NULL
"607e3f3d12f9e03c542ce228","com.kolakcc.loljclient.model.PlayerChampionSelection",NULL
"607ebed012f9e02098b7f7f3","example.persistence.AuditingDAO",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.api.GameEndEvent",NULL
"607e3cdd12f9e040f4c7e229","com.ion.flyingbee.views.ParallaxBackground",NULL
"607e3b3f12f9e04238394916","edu.usc.tcors.utils.gnip.GnipObj",NULL
"607e42fa12f9e03d689c09a2","org.medicalvision.service.paths.RouteSensor",NULL
"607ebed012f9e02098b7f7f3","br.gov.serpro.auction5.persistence.BidDAO",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.caching.CachingConfigData",NULL
"607e3cdd12f9e040f4c7e229","fluffy.the.cat.io.frame.BoardEntity",NULL
"607ebed012f9e02098b7f7f3","example.Person",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.game.GameMap",NULL
"607e3cdd12f9e040f4c7e229","com.ion.flyingbee.controllers.AbstractController",NULL
"607e42fa12f9e03d689c09a2","com.example.alilachhab.medical_visionapp.NavigationDrawerCallbacks",NULL
"607ec3fd12f9e013c09e89c5","gamestate.Level1State",NULL
"607e42fa12f9e03d689c09a2","com.example.alilachhab.medical_visionapp.NavigationDrawerFragment",NULL
"607e3f3d12f9e03c542ce228","com.kolakcc.loljclient.model.GameStatsDBWrapper",NULL
"607ebed012f9e02098b7f7f3","example.BookmarkBC",NULL
"607e489912f9e030a075e9fd","com.sonymobile.backlogtool.HibernateConfiguration",NULL
"607e3f3d12f9e03c542ce228","com.kolakcc.loljclient.model.swing.DivisionEntryTableModel",NULL
"607ec18512f9e04194109df9","org.wso2.carbon.caching.core.digest.DigestGenerator",NULL
"607ec3fd12f9e013c09e89c5","ai.IPolicy",NULL
"607ebed012f9e02098b7f7f3","example.MessagesDisplay",NULL
"607ec18512f9e04194109df9","SAAJMessageBuilderTest",NULL
"607ec0cd12f9e035c4bac19e","com.walrusone.skywars.menus.UseColorMenu",NULL
